market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
"BHMSAN",1,1,0,1,0,1,1.759,1.888919,.5178719,4.8,3.175247,1.741366,0,0,.4058078,.6851013,.2341221,.2871618,.053719,.4613382,.0021241,.0021241,.0979868,0,.0021459,0
"BHMSAT",0,1,0,1,0,1,.744,1.098612,.5178719,3.8,2.830795,1.360861,0,0,.4276661,.7405582,.1189988,.3694149,.0093458,.4727308,.1324789,.1324789,1.185222,.0094795,.0227648,.0227648
"BHMSDF",0,1,0,0,0,1,.323,.6870509,.5178719,4.4,2.995751,1.115136,0,0,.2783228,.7622177,.0811736,.2990559,.0473899,.496853,1.694957,.4112059,1.694957,1.123616,.4112059,1.603613
"BHMSEA",1,1,0,1,0,1,2.079,2.085477,.5178719,3.25,3.368889,1.811793,0,0,.3617634,.6937921,.2608176,.380137,.1031746,.417917,.0831638,.0831638,.0108338,.0811913,0,0
"BHMSFO",1,1,0,0,0,0,2.013,2.081571,.1120481,2.3,3.864726,2.10504,0,0,.3816047,.6730171,.3345804,.340221,.0546218,.2671233,.0211579,.0211579,.0154998,.0063702,0,.0063702
"BHMSJC",1,1,0,1,0,1,1.989,2.060722,.2963765,2.3,3.864726,2.10504,0,0,.5012958,.5797853,.3041466,.2585154,.0540541,.5103666,.0204135,.0204135,.01823,.0045988,.0045894,.0045988
"BHMSLC",1,1,0,0,0,1,1.472,1.512058,.5178719,5.3,2.931382,1.022125,0,0,.3486377,.810703,.2650911,.2345326,.0549451,.4869035,.0745054,.0745054,0,.1915733,0,.0252666
"BHMSMF",1,1,0,0,0,1,1.968,2.028023,.5178719,5.5,3.018966,1.40741,0,0,.3661607,.6068123,.3379304,.2990559,.0540541,.5306368,.0276583,.0276583,.0094094,.0211582,.0094094,.0211582
"BHMSNA",1,1,0,0,0,0,1.787,1.903824,.3074962,4.85,3.085979,3.648811,0,0,.4566499,.5496792,.2979886,.2314028,.056962,.3240853,.0054095,.0054095,.0768169,.0003944,.0054095,.0003944
"BHMSRQ",0,1,0,0,0,0,.493,1.268958,.3634057,5.75,3.328234,.8015634,0,0,.0958904,.8728596,.0068493,.3697203,.0208333,.2671233,2.121852,.1752909,2.317466,.8240709,.01403,1.750853
"BHMSTL",0,1,0,1,0,1,.41,.464649,.5178719,3.35,3.055234,1.698527,0,0,.4334973,.5323147,.1222339,.2839831,.0068493,.4722515,1.053677,.5050613,1.053677,1.254336,.5050613,1.002228
"BHMTPA",0,1,0,0,0,1,.46,1.236179,.1023103,4.5,2.945733,1.61006,0,0,.3006148,.7702513,.1170855,.3506094,.0905512,.4246036,2.309736,.1761825,2.47242,.8688676,0,1.931123
"BHMTUL",0,1,0,0,0,1,.549,.6708131,.5178719,6.95,3.047235,.9597162,0,0,.5201328,.5935035,.1053342,.2026775,.0068493,.5474263,.51673,.4681448,1.129174,.8053972,.4681448,.487094
"BNABOI",0,0,1,1,0,0,1.643,1.637964,1.025849,4.6,3.022039,.8055009,0,0,.2037037,.4618056,.4236111,.3263889,.1145833,.4108796,.1209443,.1475738,.0088754,.1155411,0,0
"BNABOS",1,1,0,1,0,0,.943,1.385546,.4886092,3.8,3.699257,2.433218,0,0,.4600062,.6122782,.2501167,.4158497,.0588235,.212963,.3499718,.0388186,.3499718,.0029729,0,.0125341
"BNABTR",0,1,0,1,0,0,.464,.7842693,.5472715,4.3,2.834766,.9744987,0,0,.2431774,.7660819,.0694444,.2726608,0,.212963,1.181417,.4263079,1.628765,.9581701,.4263079,.9899847
"BNABUF",0,0,0,1,0,1,.633,1.020088,.5519756,2.95,2.959487,1.247421,0,0,.3972521,.5071685,.1904122,.4556452,.0725806,.3742533,.3917717,.0100635,.3917717,.0097245,.3529932,.3611282
"BNABUR",1,0,0,0,0,1,1.79,1.798386,.1831448,4.55,3.17903,4.096479,0,0,.3256549,.3055556,.2889566,.2195122,.0365854,.5300362,.0303515,.0303515,.0345906,.0043034,.0057981,.0043034
"BNABWI",0,1,0,1,0,1,.588,1.067378,.2974226,5.4,3.6942,2.564375,0,0,.4001323,.5868056,.2301587,.3616071,.0446429,.4451058,.7498206,.1194236,.7498206,.1414046,.0038833,0
"BNACAE",0,1,0,0,0,0,.349,.903733,.6254696,3.4,2.934432,.9361288,0,0,.2037037,.7822998,.0694444,.2645349,0,.212963,2.082377,.1604432,2.082377,.1960229,.1604432,1.932762
"BNACHS",0,1,0,1,0,0,.439,.9934116,.8365108,4.3,2.880169,.8616608,0,0,.2117682,.7491039,.0694444,.4637097,.016129,.212963,1.663658,.0759035,1.663658,.1308588,.0759035,1.410474
"BNACMH",0,1,0,0,0,1,.338,.7482786,.7128562,3.9,3.142442,1.480754,0,0,.4362618,.5729975,.1973514,.37823,.0465116,.3873816,1.085727,.0214348,1.085727,.656014,.9544148,1.005071
"BNACOS",1,1,0,0,0,0,1.006,1.010355,.3744382,4.5,3.079295,.8615754,0,0,.5787037,.5138889,.4027778,.2305555,0,.212963,.2142421,.2142421,.0760047,.4099514,.0205766,.0205766
"BNACRP",0,0,0,0,0,1,.857,1.063996,.827143,4.05,2.77874,.7331517,0,0,.3703704,.3222222,.0694444,.3907408,0,.4462963,.1490083,.1490083,.7840521,0,0,0
"BNACVG",0,1,0,0,0,0,.23,.6404789,.6358104,3.55,3.12853,1.646161,0,0,.2421652,.792735,.1527778,.2702991,0,.212963,1.927984,0,1.927984,1.882509,1.554116,1.799018
"BNADAB",0,1,0,0,0,0,.58,1.114262,.5438636,4.9,2.783975,.7770178,0,0,.2037037,.8055556,.0694444,.1805556,0,.212963,1.365561,.0004911,1.365561,.2846436,.0004911,1.275154
"BNADAL",0,0,0,0,0,1,.623,.747448,.1141117,4.1,3.286581,2.674355,1,1,.2465608,.334127,.0694444,.2026455,0,.6272487,.0292607,.0292607,.9375076,.4008718,.0290878,.4591354
"BNADCA",0,1,0,1,0,0,.562,1.0472,.2343659,5.4,3.6942,2.564375,0,0,.4117329,.5646796,.193532,.3849351,.0328467,.212963,.814028,.1381708,.814028,.1716065,0,.0955684
"BNADEN",1,1,1,1,0,0,1.013,1.012715,.4461665,5.2,3.549202,1.836073,0,0,.4818727,.5802034,.4039515,.360133,.0809859,.212963,.2537628,.2537628,0,.355535,0,.0076996
"BNADFW",1,1,0,1,0,0,.631,.7521684,.1141117,4.1,3.286581,2.674355,0,1,.5763152,.6303963,.2127565,.2983899,.0923567,.212963,0,0,.918687,.3955699,0,.4527333
"BNADSM",1,0,0,0,0,0,.529,.5615493,.9557015,3.9,3.146624,.8649276,0,0,.5965608,.3293651,.4146825,.4305556,.0119048,.212963,.3364321,.3855855,.3364321,.7528043,.2365124,.2365124
"BNAELP",1,1,0,0,0,1,1.167,1.231622,.4617842,5.55,2.554193,.9587393,0,0,.5113961,.4055555,.0694444,.2356125,.0230769,.4821938,.0104721,.0104721,.3487711,.1323929,.0104721,.1340737
"BNAFAT",1,0,0,0,0,0,1.832,1.838044,.363053,4.9,2.712756,1.043629,0,0,.5965608,.3055556,.0694444,.1805556,.1071429,.212963,.0584326,.0584326,.0105875,.0046219,.004616,.0046219
"BNAFLL",0,1,0,1,0,1,.793,1.31663,.2116254,4.35,3.172896,2.615447,0,0,.3966861,.7090644,.0957602,.3574561,.1140351,.3708577,1.008001,.0032633,1.008001,.2124548,.0008199,.9076372
"BNAFNT",0,0,0,1,0,0,.497,.8043446,.4259086,2.9,3.294351,2.445548,0,0,.2037037,.3055556,.0694444,.6502525,.1666667,.212963,.2716885,.0153237,.2716885,.0308078,.237482,.237482
"BNAGEG",0,0,1,1,0,1,1.762,1.761888,1.025849,3.05,2.881816,.7519349,0,0,.2037037,.4401709,.3098291,.3632479,.1923077,.4148861,.0794324,.1166492,.046619,.0589137,.0007242,.0007242
"BNAGRR",0,0,0,1,0,0,.47,.7345951,.4117735,4,3.00971,1.001583,0,0,.3767806,.3632479,.3098291,.6517094,0,.212963,.1611122,.0599276,.1611122,.2270456,.1306922,.1306922
"BNAGSO",0,1,0,1,0,0,.377,.9107637,.4739241,3.05,2.987661,.9336033,0,0,.2527233,.7075163,.0988562,.4681373,.1372549,.212963,1.647967,.3768827,1.647967,.0883849,.3475544,1.291732
"BNAGSP",0,1,0,0,0,0,.266,.8179361,.4136535,2.75,2.914676,.871426,0,0,.2912037,.7430556,.0694444,.3625,0,.212963,2.708859,.3803239,2.708859,.5180265,.3803239,2.596444
"BNAHOU",0,0,0,0,0,1,.67,.8913088,.2364666,5.4,3.346138,2.545101,0,0,.3580247,.4969136,.0694444,.1805556,.1481481,.5092593,.3091072,.3091072,1.021792,.0142699,0,0
"BNAIAD",0,1,0,0,0,0,.542,1.024711,.2343659,5.4,3.6942,2.564375,0,0,.397037,.5922222,.3494444,.2516667,.1,.212963,.8382379,.1378041,.8382379,.1876533,.0774118,.1644542
"BNAICT",1,0,0,0,0,0,.604,.617102,.899327,6.15,3.067175,.876741,0,0,.6560847,.3531746,.2718254,.1805556,0,.212963,.5871627,.5347863,.6485436,.9844789,.1189421,.1189421
"BNAISP",0,0,0,0,0,1,.803,1.263721,.3702461,3.45,3.604104,4.972415,0,0,.2726692,.4434866,.0694444,.1805556,0,.6612388,.4688842,.0629828,.4688842,0,0,.0030225
"BNAJAN",0,1,0,1,0,0,.327,.6668435,.7251657,4.55,2.894499,.818907,0,0,.2331155,.7565359,.0988562,.3276144,0,.3600218,2.170546,.6931947,2.325113,1.720845,.6931947,2.143578
"BNAJAX",0,1,0,0,0,1,.484,1.022495,.651668,3.15,3.043303,1.239148,0,0,.3646232,.7193487,.0809387,.3376437,.1091954,.3681354,1.633117,.0007837,1.633117,.3595522,.0007412,1.571423
"BNAJFK",0,0,0,0,0,0,.766,1.227402,.1101473,3.45,3.604104,4.972415,0,0,.5958606,.5800654,.1674837,.249183,.127451,.212963,.4973677,.0667007,.4973677,.0010491,.0012296,.0045303
"BNALAN",0,0,0,1,0,0,.472,.7634088,.4475269,3.65,2.951721,.7758425,0,0,.2037037,.3055556,.0866858,.6633142,0,.212963,.24423,.0326984,.24423,.1250264,.2084814,.2084814
"BNALAX",1,1,1,1,0,1,1.797,1.81642,.1831448,4.55,3.17903,4.096479,0,0,.5174968,.6021073,.33841,.4012452,.0448276,.3819285,.0355327,.0355327,.0407224,.0089958,0,.0089958
"BNALGA",1,1,0,1,0,0,.764,1.223321,.1101473,3.45,3.604104,4.972415,0,0,.4782939,.5637523,.2415756,.401867,.0655738,.212963,.4921172,.0645035,.4921172,0,0,.008713
"BNALIT",1,1,0,1,0,0,.327,.5017378,1.025849,4.75,2.977642,.9082016,0,0,.5749158,.6161616,.0770202,.3320707,0,.4402357,1.853331,1.036574,1.940951,1.96026,1.034894,1.549627
"BNAMBS",0,0,0,1,0,0,.529,.8174967,.4259086,2,2.848812,.5294791,0,0,.2037037,.3055556,.2307348,.6482975,0,.212963,.1924572,.0223906,.1924572,.0489336,.1659426,.1659426
"BNAMCI",1,1,0,1,0,1,.491,.4903507,.5611363,3.7,3.182892,1.578615,0,0,.4964965,.5803303,.2496246,.4057808,.0585586,.4336837,.6515756,.5630211,.6515756,1.207671,0,0
"BNAMCO",0,1,0,1,0,1,.616,1.14333,.472719,3.95,2.929229,1.510704,0,0,.445083,.6503831,.2177203,.4012452,.0896552,.3681354,1.296601,.0026182,1.296601,.2945281,.0003126,1.230466
"BNAMDT",0,0,0,1,0,0,.608,1.06801,.4395371,3.85,3.105128,.8262823,0,0,.3287037,.4149306,.1944444,.53125,0,.212963,.6474814,.0813641,.6474814,.0612218,.0761187,.0796133
"BNAMDW",0,0,0,0,0,1,.395,.6040321,.1550676,2.95,3.329503,3.507354,0,0,.239418,.3055556,.0694444,.2448413,.15,.5558201,.0753852,.2119108,.0753852,.7336651,0,0
"BNAMEM",0,0,0,1,0,0,.2,.4840623,.6573585,4.75,3.06115,1.275326,0,0,.3352827,.5818713,.1154971,.5555556,.131579,.212963,3.502467,1.724559,3.502467,3.193955,1.724559,3.375785
"BNAMFE",0,0,0,1,0,0,.967,1.182834,.3656414,6.7,2.29081,.8890998,0,0,.4344729,.3055556,.0694444,.5740741,0,.212963,.1366813,.1366813,.7039484,.0057093,.0022721,.0022721
"BNAMIA",1,1,0,1,0,0,.806,1.32764,.2116254,4.35,3.172896,2.615447,0,0,.5222878,.6241397,.1800639,.3329646,.0884956,.212963,.9947496,.0046909,.9947496,.2161643,.001508,.9024194
"BNAMKE",0,0,0,1,0,0,.475,.6689581,.67125,3.95,3.262635,1.418779,0,0,.4259259,.478395,.242284,.5632716,.154321,.212963,.0029377,.1523389,.0029377,.4602453,.0010898,.0013522
"BNAMLB",0,1,0,0,0,0,.656,1.187093,.472719,3.95,2.941425,.8064771,0,0,.2037037,.8055556,.0694444,.1805556,.0333333,.212963,1.211141,.0016553,1.211141,.249851,.0016553,1.109066
"BNAMOB",0,1,0,0,0,0,.385,.8015749,.5302745,3.15,2.671629,.7317481,0,0,.2037037,.7908497,.0694444,.1805556,0,.212963,2.033669,.3399986,2.088175,1.218837,.3399986,1.845267
"BNAMSY",0,1,0,1,0,1,.471,.8243604,.6532925,5.5,2.978765,1.324415,0,0,.421095,.6577295,.1694444,.3588164,.0826087,.4173108,1.286597,.3552536,1.647716,1.038608,.3552536,1.062293
"BNAOAK",1,1,1,0,0,1,1.959,1.960818,.1120481,2,3.957777,2.363305,0,0,.4776763,.4288432,.3913622,.2054795,.0547945,.5417301,.0627311,.0627311,.0026303,.0150203,.0026303,.0076688
"BNAOKC",1,1,0,1,0,1,.615,.6704145,.6895629,5.8,2.980986,1.216666,0,0,.5637037,.5655556,.2027778,.3138889,0,.4796296,.308905,.308905,.7904238,.710184,.3052635,.3052635
"BNAOMA",1,0,0,1,0,1,.612,.6208998,.5476629,4.1,3.194408,1.018445,0,0,.5824916,.4040404,.3724748,.4381313,.0681818,.4250842,.3461879,.3750496,.3461879,.5956431,.0485309,.0485309
"BNAORD",1,1,1,0,0,0,.409,.6106369,.1550676,2.95,3.329503,3.507354,0,0,.5501089,.5408497,.379902,.3504902,.0163399,.212963,.0006612,.2076917,.0006612,.6894259,.003316,.003316
"BNAORF",0,1,0,1,0,0,.585,1.10296,.2289411,5.05,2.960384,1.456492,0,0,.4037037,.6255555,.1094444,.425,0,.212963,.9219493,.2200886,.9219493,.0542004,.0278075,.2741066
"BNAPBI",0,1,0,0,0,1,.758,1.284906,.4213133,4.1,3.76546,1.24468,0,0,.2768744,.7384824,.0816396,.3871951,.054878,.3532069,1.050282,.0018199,1.050282,.2133966,.0007043,.9403601
"BNAPDX",1,1,1,1,0,1,1.972,1.967206,1.025849,3.55,3.188918,1.625589,0,0,.46744,.5967643,.4046093,.3728632,.1318681,.3887872,.0864198,.1147876,.0136009,.0729099,0,0
"BNAPNS",0,1,0,0,0,0,.391,.8375739,.2181258,4.55,2.786616,.7478585,0,0,.2037037,.7241602,.0694444,.369186,0,.212963,2.080882,.2424977,2.080882,1.089122,.2424977,1.956475
"BNAPVD",0,0,0,1,0,1,.907,1.357689,.4228904,5.1,3.096033,1.461427,0,0,.4079291,.5731612,.2032473,.4489437,.0352113,.4664841,.3843835,.0468671,.3843835,0,0,.0065312
"BNARDU",0,1,0,1,0,1,.443,.9772857,.4989468,4.7,3.277043,1.05597,0,0,.4102255,.6479468,.1455314,.375,.1413043,.4303543,1.381237,.2850032,1.381237,.0326187,0,.8993499
"BNARIC",0,1,0,1,0,0,.527,1.036207,.5235466,4.9,3.165697,1.219039,0,0,.3588761,.6503831,.1211686,.5215517,0,.212963,.9918461,.2177989,.9918461,.1076607,.1006709,.3405384
"BNAROC",0,0,0,0,0,0,.68,1.074256,.5519756,3.5,3.078294,1.178188,0,0,.3997821,.3839869,.245915,.4877451,.0980392,.212963,.3756832,.0141533,.3756832,.0079703,.2605149,.2695993
"BNARSW",0,1,0,1,0,0,.722,1.234329,.2649559,7.7,3.129444,.7834646,0,0,.3904507,.6609772,.0814926,.3659639,.1084337,.212963,1.120335,.0106365,1.120335,.2876751,.0010961,1.079266
"BNASAN",1,1,1,1,0,1,1.751,1.777889,.7601695,4.5,3.268298,1.955012,0,0,.5136211,.5865473,.2967172,.3375804,.053719,.4071779,.0262169,.0262169,.0630675,0,.0262388,0
"BNASAT",1,1,0,1,0,1,.822,.987581,.6586428,3.5,2.923846,1.527823,0,0,.5354794,.6420041,.181594,.3544479,.0093458,.4185705,.0665859,.0665859,.7648749,.0292349,.0474475,.0474475
"BNASEA",1,1,1,1,0,1,1.977,1.974446,.9361143,2.95,3.46194,2.03408,0,0,.4695767,.5952381,.3234127,.4305556,.1031746,.3637566,.0742761,.1066372,.0276155,.0563976,0,0
"BNASFO",1,1,1,0,0,0,1.968,1.970541,.1120481,2,3.957777,2.363305,0,0,.489418,.5744631,.3971756,.3906396,.0546218,.212963,.0618699,.0618699,.0031877,.0137768,0,.0081326
"BNASHV",1,0,0,0,0,0,.481,.6799698,.5184444,5.1,2.846104,.7095062,0,0,.5446128,.7146465,.0694444,.1805556,0,.212963,.7026309,.5883705,1.376297,.7629681,.5883705,.8313658
"BNASJC",1,1,1,1,0,1,1.946,1.949691,.2963765,2,3.957777,2.363305,0,0,.6091091,.4812312,.3667417,.3089339,.0540541,.4562062,.06052,.06052,.0047954,.0110157,.0047954,.0093934
"BNASLC",1,1,0,0,0,1,1.403,1.401027,1.025849,5,3.024433,1.147529,0,0,.456451,.712149,.3276862,.2849512,.0549451,.4327432,.1517044,.1517044,0,.1993966,0,.0022943
"BNASMF",1,1,1,1,0,1,1.917,1.916992,.7520373,5.2,3.112017,1.580084,0,0,.473974,.5082582,.4005255,.3494745,.0540541,.4764765,.0728225,.0728225,0,.0323051,0,.0054237
"BNASNA",1,1,1,0,0,0,1.772,1.792794,.3074962,4.55,3.17903,4.096479,0,0,.5644632,.4511252,.3605837,.2818214,.056962,.269925,.0332033,.0332033,.0464697,.0053126,.0206735,.0053126
"BNASRQ",0,1,0,0,0,0,.649,1.157928,.3634057,5.45,3.421286,.8999063,0,0,.2037037,.7743056,.0694444,.3645833,.0208333,.212963,1.250282,.015913,1.250282,.3511049,.0058988,1.204734
"BNASTL",1,0,0,0,0,1,.271,.3536184,.8398888,3.05,3.148286,1.906918,0,0,.5413105,.4337607,.1848291,.3344017,.0042735,.4180912,1.460995,.9787571,1.460995,2.305961,1.381981,1.381981
"BNASYR",0,0,0,1,0,0,.741,1.147811,.3645491,2.6,2.933687,.9326399,0,0,.3599537,.5034722,.1319444,.4895833,.0520833,.212963,.3687336,.0203527,.3687336,0,.1586504,.1595919
"BNATPA",0,1,0,1,0,1,.612,1.125148,.1023103,4.2,3.038784,1.807597,0,0,.4084281,.6716973,.1796807,.3537839,.0905512,.3704433,1.323914,.0146292,1.323914,.3681032,.0013486,1.27555
"BNATUL",1,0,0,0,0,1,.515,.5597824,.9683461,6.65,3.140286,1.077463,0,0,.6279461,.4949495,.1679293,.1877104,0,.493266,.6832119,.6832119,.929783,1.109012,.3853224,.3853224
"BNATUS",1,1,0,0,0,1,1.414,1.458956,1.025849,4.3,2.813057,1.073137,0,0,.5080515,.486715,.2071256,.3188406,.0289855,.3433977,.0185328,.0185328,.1660139,.0992156,.0185328,.0776638
"BOIBOS",0,0,1,1,0,0,2.265,2.468601,.4886092,4.1,3.577955,1.46604,0,0,.2563025,.4629727,.5348389,.3811274,.1145833,.1979167,.0137722,.0620351,.0137722,0,0,.0159518
"BOIBUR",0,0,1,0,0,1,.656,2.88144,.1831448,4.85,3.057729,2.468173,0,0,.1219512,.15625,.5736789,.3132622,.1511687,.5149899,2.787081,2.787081,1.270668,.1243562,.0563113,.1243562
"BOIBWI",0,0,1,1,0,1,2.059,2.150433,.2974226,5.7,3.572898,1.545064,0,0,.1964286,.4375,.514881,.3154762,.1145833,.4300595,0,.0122024,0,0,0,0
"BOICMH",0,0,1,1,0,0,1.728,1.831333,.7128562,4.2,3.021141,.8921701,0,0,.2325581,.4236919,.4820736,.3435078,.1145833,.3723353,.0000848,.0249703,.0000848,.0203978,0,0
"BOIDAL",0,0,0,0,0,0,1.283,1.830503,.1141117,4.4,3.165279,1.611328,1,1,.0428571,.1848214,.3541667,.1458333,.1145833,.6122024,0,0,.0113694,.2345448,0,.2345448
"BOIDCA",0,0,1,1,0,0,2.049,2.130255,.2343659,5.7,3.572898,1.545064,0,0,.2080292,.4153741,.4782543,.3502129,.1145833,.1979167,0,.0080799,0,0,0,0
"BOIDEN",0,1,1,0,0,0,.649,2.09577,.4461665,5.5,3.427901,1.106254,0,0,.278169,.4308979,.6886737,.3254108,.1145833,.1979167,1.943079,1.943079,0,.7675892,0,.7675892
"BOIDFW",0,1,1,1,0,0,1.272,1.835223,.1141117,4.4,3.165279,1.611328,0,1,.3726115,.4810908,.4974788,.2636677,.1145833,.1979167,0,0,.0125494,.2361652,0,.2361652
"BOIGEG",0,0,0,0,1,1,.287,2.844943,1.196883,3.35,2.760515,.4530489,0,0,0,.2908654,.5945513,.3285256,.306891,.3998398,8.56094,8.56094,4.163009,3.61961,1.162114,3.61961
"BOIIAD",0,1,1,0,0,0,2.025,2.107766,.2343659,5.7,3.572898,1.545064,0,0,.1933333,.4429167,.6341667,.2058333,.1145833,.1979167,0,.0086882,0,.0003246,0,0
"BOIIND",0,0,1,1,0,0,1.564,1.655238,.4410904,4.15,3.07455,.8687509,0,0,.2391304,.3573369,.5443841,.4447464,.1145833,.3772645,.029014,.1213308,.029014,.0485464,.0218343,.0218343
"BOILAX",0,1,1,0,1,1,.674,2.899475,.1831448,4.85,3.057729,2.468173,0,0,.3137931,.4528017,.6231322,.366523,.1456178,.3668822,2.710458,2.710458,1.237121,.1208887,.0009284,.1208887
"BOILGA",0,0,1,0,0,0,2.159,2.306376,.1101473,3.75,3.482802,2.995934,0,0,.2745902,.4144467,.5262978,.3671448,.1145833,.1979167,.0019213,.0371396,.0019213,0,0,.0031842
"BOIMCI",0,1,1,1,0,1,1.152,1.573406,.5611363,4,3.061591,.9511324,0,0,.2927928,.4310248,.5343468,.3710586,.1145833,.4186374,.5019724,.5019724,.0229097,.3293892,0,0
"BOIMCO",0,1,1,1,0,0,2.194,2.226385,.472719,4.25,2.807928,.9102154,0,0,.2413793,.5010776,.5024425,.366523,.1145833,.3530891,.0261887,.0196771,0,.0624823,0,.0114709
"BOIMDW",0,0,0,0,0,1,1.448,1.687087,.1550676,3.25,3.208201,2.113219,0,0,.0357143,.15625,.3541667,.210119,.15,.5407738,0,.3153374,0,.0262874,0,0
"BOIMIA",0,0,1,0,0,0,2.358,2.410695,.2116254,4.65,3.051595,1.575835,0,0,.3185841,.4748341,.4647861,.2653024,.1145833,.1979167,.0131898,.0131898,0,.0358235,0,.0176562
"BOIMSY",0,0,1,0,0,0,1.707,1.907415,.6532925,5.8,2.857463,.7979741,0,0,.2173913,.5084239,.4541667,.3240942,.1145833,.4022645,.0058488,.0058488,.0006828,.0454206,.0006828,.0553664
"BOIOAK",0,0,0,0,1,1,.511,3.043873,.1120481,2.3,3.836475,1.423917,0,0,.2739726,.2795377,.6760845,.2992294,.1693779,.5266838,4.326589,4.326589,2.134626,.8112621,.0426574,.8112621
"BOIOKC",0,1,1,0,0,0,1.14,1.753469,.6895629,6.1,2.859685,.7330542,0,0,.36,.41625,.4875,.2791667,.1145833,.4645833,.2675201,.2675201,.0014331,.3189753,.0014331,.2815043
"BOIOMA",0,0,1,1,0,0,1.049,1.703955,.5476629,4.4,3.073106,.613624,0,0,.3787879,.2547348,.657197,.4034091,.1145833,.4100379,.7607604,.766875,.0658897,.35356,.0658897,.2391598
"BOIORD",0,0,1,1,0,0,1.437,1.693692,.1550676,3.25,3.208201,2.113219,0,0,.3464052,.3915441,.6646242,.315768,.1145833,.1979167,0,.3360122,0,.0239999,.0152483,.0152483
"BOIPDX",0,0,0,0,1,1,.344,3.050261,1.058539,3.85,3.067616,.9794347,0,0,.2637363,.4474588,.6893315,.338141,.2464515,.3737409,7.377863,7.377863,3.757157,2.726542,0,2.726542
"BOISAN",0,1,1,0,1,1,.749,2.860943,.7601695,4.8,3.146996,1.177916,0,0,.3099174,.4372417,.5814394,.3028581,.1517734,.3921316,2.253541,2.253541,1.001431,.0389176,.0392811,.0389176
"BOISAT",0,1,1,0,0,0,1.377,2.070636,.6586428,3.8,2.802545,.92053,0,0,.3317757,.4926986,.4663162,.2803738,.1145833,.4035242,.1014743,.1014743,.0472081,.1444621,.0472081,.1444621
"BOISEA",0,0,0,0,1,1,.399,3.057501,.9361143,3.25,3.340638,1.225555,0,0,.265873,.4459325,.6081349,.3958333,.2177579,.3487103,6.333492,6.333492,3.183551,2.473184,0,2.473184
"BOISFO",0,0,1,0,0,0,.522,3.053596,.1120481,2.3,3.836475,1.423917,0,0,.2857143,.4251576,.6818978,.3559174,.1355917,.1979167,4.229418,4.229418,2.087959,.7859062,0,.7859062
"BOISJC",0,0,0,0,1,1,.523,3.032746,.2963765,2.3,3.836475,1.423917,0,0,.4054054,.3319257,.651464,.2829392,.1686374,.4411599,4.169729,4.169729,2.045837,.7295734,.0552529,.7295734
"BOISLC",0,1,0,0,0,1,.291,2.484082,1.504998,5.3,2.903132,.6913986,0,0,.2527473,.5628434,.6124084,.2502289,.1145833,.4176969,6.752019,6.752019,2.563697,2.050304,2.05014,2.050304
"BOISMF",0,0,0,0,1,1,.437,3.000047,.7520373,5.5,2.990715,.9520175,0,0,.2702703,.3589527,.6852478,.3234797,.1686374,.4614302,5.170703,5.170703,2.556592,1.096245,.3894522,1.096245
"BOISNA",0,1,1,0,1,1,.688,2.875848,.3074962,4.85,3.057729,2.468173,0,0,.3607595,.3018196,.6453059,.3026108,.1715454,.2548787,2.591326,2.591326,1.168583,.0841049,.0329576,.0841049
"BOISTL",0,0,1,1,0,1,1.383,1.436673,.8398888,3.35,3.026984,1.148939,0,0,.3376068,.2844551,.4695513,.2996795,.1145833,.4030449,.2220537,.3159178,.0231081,.1472131,.00128,.00128
"BOITPA",0,0,1,1,0,0,2.155,2.208203,.1023103,4.5,2.917482,1.089097,0,0,.2047244,.5223917,.4644029,.3190617,.1145833,.355397,.0193246,.0193246,0,.0512965,0,.0188464
"BOITUS",0,0,0,1,0,0,.84,2.54201,1.102502,4.6,2.691755,.6465765,0,0,.3043478,.3374094,.4918478,.4125906,.1435688,.3283514,1.476431,1.476431,.5314102,.0065071,.0527788,.0065071
"BOSBTR",0,1,0,1,0,0,1.381,1.614905,.4886092,3.8,3.390682,1.773622,0,0,.2957762,.767249,.1806723,.3273994,.0588235,0,.2123313,.0082127,.2123313,0,0,.0001701
"BOSBUF",0,0,0,1,0,0,.396,1.850724,.4886092,2.45,3.515403,2.27035,0,0,.4498509,.5083356,.30164,.5575359,.1314042,.1612903,2.372409,1.927818,2.372409,.2151721,0,.641736
"BOSBUR",0,0,0,0,0,0,2.601,2.629022,.1831448,4.05,3.734946,7.455737,0,0,.3782538,.3067227,.4001845,.274134,.0588235,.3170732,0,.0095796,0,0,0,0
"BOSBWI",1,0,0,1,0,0,.37,1.898014,.2974226,4.9,4.250115,4.667254,0,0,.4527311,.5879727,.3413866,.4634979,.082458,.2321429,3.009128,2.184505,3.009128,0,0,0
"BOSCAE",0,1,0,0,0,0,.799,1.734369,.4886092,2.9,3.490347,1.703787,0,0,.2563025,.7834669,.1806723,.3664256,.0588235,0,.9151845,.4211884,.9151845,.0034843,0,.0093373
